Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Enter the Dungeon,2.0,['B'],['B'],None,['Sorcery'],None,Rare,UND,None,None,None,"Players play a Magic subgame under the table, starting at 5 life and using their libraries as their decks. The winner searches their library for two cards, puts those cards into their hand, then shuffles."
Dirty Rat,2.0,['B'],['B'],['Host'],['Creature'],['Rat'],Common,UND,1,1,None,"When this creature enters the battlefield, target opponent discards a card."
Bat-,0.0,['B'],['B'],None,['Creature'],['Bat'],Uncommon,UND,+1,+1,None,"Flying\nAt the beginning of each end step, if an opponent lost 3 or more life this turn,\nAugment {1}{B} ({1}{B}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)"
Wall of Fortune,2.0,['U'],['U'],None,"['Artifact', 'Creature']",['Wall'],Common,UND,0,4,None,Defender\nYou may tap an untapped Wall you control to have any player reroll a die that player rolled.
Time Out,5.0,['U'],['U'],None,['Instant'],None,Common,UND,None,None,None,"Roll a six-sided die. Put target nonland permanent into its owner's library just beneath the top X cards of that library, where X is the result."
Who // What // When // Where // Why,13.0,['W'],"['B', 'G', 'R', 'U', 'W']",None,['Instant'],None,Rare,UND,None,None,None,Target player gains X life.
"Richard Garfield, Ph.D.",5.0,['U'],['U'],['Legendary'],['Creature'],"['Human', 'Designer']",Rare,UND,2,2,None,You may play cards as though they were other cards of your choice with the same mana cost. You can't choose the same card twice. (Mana cost includes color.)
Magic Word,3.0,['U'],['U'],None,['Enchantment'],['Aura'],Common,UND,None,None,None,"Enchant creature\nAs Magic Word enters the battlefield, choose a word.\nWhisper the chosen word: Tap enchanted creature."
Common Courtesy,4.0,['U'],['U'],None,['Enchantment'],None,Uncommon,UND,None,None,None,"Whenever a player casts a spell without asking your permission while casting it, counter that spell.\nWhen a player asks you permission to cast a spell and you refuse, counter that spell and sacrifice Common Courtesy."
Cheatyface,3.0,['U'],['U'],None,['Creature'],['Efreet'],Uncommon,UND,2,2,None,"If Cheatyface is in your hand, you may sneak Cheatyface onto the battlefield. If an opponent catches you right away, that player may exile Cheatyface.\nFlying"
B.O.B. (Bevy of Beebles),5.0,['U'],['U'],['Legendary'],['Planeswalker'],['B.O.B.'],Mythic,UND,None,None,*,"As B.O.B. enters the battlefield, create four 1/1 blue Beeble creature tokens.\nThe number of loyalty counters on B.O.B. is equal to the number of Beebles you control. (Create or sacrifice Beebles whenever B.O.B. gains or loses loyalty.)\n[+1]: Up to X target Beebles can't be blocked this turn, where X is the number of cards in your hand.\n[−1]: Draw a card."
Strutting Turkey,4.0,['W'],['W'],['Host'],['Creature'],['Bird'],Uncommon,UND,2,2,None,"When this creature enters the battlefield,\nexile target creature card with mana value 2 or less from your graveyard. If it has augment, combine it with a host you control. Otherwise, put it onto the battlefield."
Avatar of Me,4.0,['U'],['U'],None,['Creature'],['Avatar'],Rare,UND,*,*,None,This spell costs {1} more to cast for each ten years you've been alive.\nAvatar of Me's power is equal to your height in feet and its toughness is equal to your American shoe size. Round to the nearest ½.\nAvatar of Me is the color of your eyes.
Staying Power,3.0,['W'],['W'],None,['Enchantment'],None,Rare,UND,None,None,None,"""Until end of turn"" and ""this turn"" effects don't end."
Ordinary Pony,3.0,['W'],['W'],['Host'],['Creature'],['Horse'],Common,UND,2,3,None,"When this creature enters the battlefield, you may exile target non-Horse creature you control that wasn't put onto the battlefield with this ability this turn, then return it to the battlefield under its owner's control."
Old Guard,2.0,['W'],['W'],None,"['Artifact', 'Creature']","['Cyborg', 'Soldier']",Common,UND,2,1,None,"{W}, {T}: Tap target creature without reminder text. (Reminder text is still any italicized text in parentheses that explains rules you already know.)"
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,UND,None,None,None,({T}: Add {B}.)
"Look at Me, I'm the DCI",7.0,['W'],['W'],None,['Sorcery'],None,Rare,UND,None,None,None,Ban a card other than a basic land card for the rest of the match. (All cards with that name in any zone or sideboard are removed from the match.)
"Look at Me, I'm R&D",3.0,['W'],['W'],None,['Enchantment'],None,Rare,UND,None,None,None,"As Look at Me, I'm R&D comes into play, choose a number and a second number one higher or one lower than that number.\nAll instances of the first chosen number on permanents, spells, and cards in any zone are the second chosen number."
Knight of the Hokey Pokey,2.0,['W'],['W'],None,['Creature'],['Knight'],Common,UND,2,2,None,"First strike\n{1}{W}, Do the Hokey Pokey: Prevent all damage a source of your choice would deal to Knight of the Hokey Pokey this turn. (To do the Hokey Pokey, choose an arm, a leg, or your whole self and put it in. Put it out. Put it in. Shake it all about. You do the Hokey Pokey! Turn yourself around.)"
Emcee,3.0,['W'],['W'],None,['Creature'],"['Human', 'Rogue']",Uncommon,UND,0,1,None,"Whenever another creature enters the battlefield, you may stand up and say in a deep, booming voice, ""Presenting . . . "" and that creature's name. If you do, put a +1/+1 counter on that creature."
Humming-,0.0,['W'],['W'],None,['Creature'],['Bird'],Common,UND,+2,+3,None,"Flying\nWhenever you attack with two or more creatures,\nAugment {3}{W} ({3}{W}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)"
GO TO JAIL,1.0,['W'],['W'],None,['Enchantment'],None,Common,UND,None,None,None,"When GO TO JAIL enters the battlefield, exile target creature an opponent controls until GO TO JAIL leaves the battlefield.\nAt the beginning of the upkeep of the exiled card's owner, that player rolls two six-sided dice. If they roll doubles, sacrifice GO TO JAIL."
Frankie Peanuts,4.0,['W'],['W'],['Legendary'],['Creature'],"['Elephant', 'Rogue']",Rare,UND,2,3,None,"At the beginning of your upkeep, you may ask target player a yes-or-no question. If you do, that player answers the question truthfully and abides by that answer if able until end of turn."
"Strategy, Schmategy",2.0,['R'],['R'],None,['Sorcery'],None,Rare,UND,None,None,None,"Roll a six-sided die. Strategy, Schmategy has the indicated effect.\n1 — Do nothing.\n2 — Destroy all artifacts.\n3 — Destroy all lands.\n4 — Strategy, Schmategy deals 3 damage to each creature and each player.\n5 — Each player discards their hand and draws seven cards.\n6 — Repeat this process two more times."
"Stet, Draconic Proofreader",6.0,['R'],"['R', 'W']",['Legendary'],['Creature'],"['Dragon', 'Bureaucrat']",Rare,UND,4,4,None,"Flying\nWhenever Stet, Draconic Proofreader attacks, you may exile a card from your graveyard. When you do, Stet, Draconic Proofreader deals 4 damage to any target whose name begins with the same letter as the exiled card.\n{W}: Delete the first letter of target permanent or player's name until end of turn."
Six-y Beast,4.0,['R'],['R'],None,['Creature'],['Beast'],Uncommon,UND,0,0,None,"As Six-y Beast enters the battlefield, you secretly put six or fewer +1/+1 counters on it, then an opponent guesses the number of counters. If that player guesses right, sacrifice Six-y Beast after it enters the battlefield."
Painiac,3.0,['R'],['R'],None,['Creature'],['Brainiac'],Common,UND,0,3,None,"At the beginning of your upkeep, roll a six-sided die. Painiac gets +X/+0 until end of turn, where X is the result."
Infinity Elemental,7.0,['R'],['R'],None,['Creature'],['Elemental'],Mythic,UND,∞,5,None,(This creature has INFINITE POWER.)
Goblin S.W.A.T. Team,4.0,['R'],['R'],None,['Creature'],"['Goblin', 'Warrior']",Common,UND,2,2,None,"Say ""Goblin S.W.A.T. Team"": Put a +1/+1 counter on Goblin S.W.A.T. Team unless an opponent swats the table within five seconds. Activate only once each turn."
Goblin Haberdasher,3.0,['R'],['R'],None,['Creature'],"['Goblin', 'Hatificer']",Uncommon,UND,2,2,None,Menace (This creature can't be blocked except by two or more creatures.)\nOther creatures you control wearing hats in their art have menace.
Boomstacker,3.0,['R'],['R'],None,['Creature'],"['Goblin', 'Artificer']",Rare,UND,0,0,None,"As Boomstacker enters the battlefield and whenever it attacks, stack two dice on top of it. (All dice must be stacked vertically, one on top of another.)\nBoomstacker gets +1/+1 for each die in its stack.\nBoomstacker attacks each combat if able.\nWhen the stack falls, sacrifice Boomstacker."
Abstract Iguanart,2.0,['R'],['R'],None,['Creature'],"['Art', 'Lizard']",Uncommon,UND,1,1,None,"Whenever you cast a spell, note the first letter of its artist's name. If that letter wasn't already noted, put a +1/+1 counter on Abstract Iguanart."
Snickering Squirrel,1.0,['B'],['B'],None,['Creature'],"['Squirrel', 'Advisor']",Common,UND,1,1,None,You may tap Snickering Squirrel to increase the result of a die any player rolled by 1.
Poultrygeist,3.0,['B'],['B'],None,['Creature'],"['Bird', 'Spirit']",Common,UND,1,1,None,"Flying\nWhenever a creature dies, you may roll a six-sided die. If you roll a 1, sacrifice Poultrygeist. Otherwise, put a +1/+1 counter on Poultrygeist."
Jumbo Imp,3.0,['B'],['B'],None,['Creature'],['Imp'],Uncommon,UND,0,0,None,"Flying\nAs Jumbo Imp enters the battlefield, roll a six-sided die. Jumbo Imp enters the battlefield with a number of +1/+1 counters on it equal to the result.\nAt the beginning of your upkeep, roll a six-sided die and put a number of +1/+1 counters on Jumbo Imp equal to the result.\nAt the beginning of your end step, roll a six-sided die and remove a number of +1/+1 counters from Jumbo Imp equal to the result."
"Infernius Spawnington III, Esq.",11.0,['B'],['B'],None,['Creature'],"['Demon', 'Beast', 'Grandchild']",Rare,UND,9,9,None,"Flying, first strike, trample, haste\nThis spell costs {3} less to cast for each card you've revealed this turn.\nWhen Infernius Spawnington III, Esq. enters the battlefield, you may say ""I'm here."" If you do, it deals 3 damage to target player."
Infernal Spawn of Evil,9.0,['B'],['B'],None,['Creature'],['Beast'],Rare,UND,7,7,None,"Flying, first strike\n{1}{B}, Reveal Infernal Spawn of Evil from your hand, Say ""It's coming!"": Infernal Spawn of Evil deals 1 damage to target opponent or planeswalker. Activate only during your upkeep and only once each turn."
Hoisted Hireling,3.0,['B'],['B'],None,['Creature'],['Zombie'],Common,UND,2,1,None,Hoisted Hireling has flying as long as it's being held above the battlefield.
Duh,1.0,['B'],['B'],None,['Instant'],None,Common,UND,None,None,None,Destroy target creature with reminder text. (Reminder text is any italicized text in parentheses that explains rules you already know.)
Booster Tutor,1.0,['B'],['B'],None,['Instant'],None,Uncommon,UND,None,None,None,"Open a sealed Magic booster pack, reveal the cards, and put one of them into your hand. (Remove that card from your deck before beginning a new game.)"
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,UND,None,None,None,({T}: Add {B}.)
"Acornelia, Fashionable Filcher",4.0,['B'],"['B', 'G']",['Legendary'],['Creature'],['Squirrel'],Rare,UND,3,3,None,"Whenever you cast a spell with a squirrel in its art, you get {A} (an acorn counter).\nWhenever a Squirrel you control enters the battlefield or dies, you get {A}.\n{2}{B}, Pay X {A}: Target creature gets -X/-X until end of turn.\n{G}, Pay X {A}: Target creature gets +X/+X until end of turn."
Topsy Turvy,3.0,['U'],['U'],None,['Enchantment'],None,Uncommon,UND,None,None,None,"The phases of each player's turn are reversed. (The phases are, in reverse order, ending, postcombat main, combat, precombat main, and beginning.)\nAs long as there are more than two players in the game, the turn order is reversed."
Rings a Bell,4.0,['U'],['U'],None,['Enchantment'],None,Uncommon,UND,None,None,None,"As Rings a Bell enters the battlefield, choose a word with four or more letters.\nAfter you say the chosen word for the first time each turn, an opponent may ring or imitate a bell within five seconds. When no opponent does, draw a card."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,UND,None,None,None,({T}: Add {U}.)
Mer Man,5.0,['U'],['U'],['Host'],['Creature'],"['Human', 'Fish']",Common,UND,3,3,None,"When this creature enters the battlefield, you may draw a card."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,UND,None,None,None,({T}: Add {U}.)
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,UND,None,None,None,({T}: Add {W}.)
"Johnny, Combo Player",4.0,['U'],['U'],['Legendary'],['Creature'],"['Human', 'Gamer']",Rare,UND,1,1,None,"{4}: Search your library for a card, put that card into your hand, then shuffle."
Chicken à la King,3.0,['U'],['U'],None,['Creature'],"['Bird', 'Noble']",Rare,UND,2,2,None,"Whenever a 6 is rolled on a six-sided die, put a +1/+1 counter on each Bird. (You may roll dice only when instructed to.)\nTap an untapped Bird you control: Roll a six-sided die. (Like now.)"
Carnivorous Death-Parrot,2.0,['U'],['U'],None,['Creature'],['Bird'],Common,UND,2,2,None,"Flying\nAt the beginning of your upkeep, sacrifice Carnivorous Death-Parrot unless you say its flavor text."
AWOL,3.0,['W'],['W'],None,['Instant'],None,Common,UND,None,None,None,Exile target attacking creature. Then remove it from the game. Then put it into the absolutely-removed-from-the-freaking-game-forever zone.
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,UND,None,None,None,({T}: Add {W}.)
Alexander Clamilton,3.0,['U'],"['R', 'U']",['Legendary'],['Creature'],"['Clamfolk', 'Advisor', 'Rebel']",Rare,UND,0,4,None,"Whenever you cast a wordy spell, scry 2. (A spell is wordy if it has four or more lines of rules text.)\n{1}{R}, {T}: Choose target creature you don't control. Reveal the top card of your library. Alexander Clamilton gets +X/+0 until end of turn, where X is the number of lines of rules text of the revealed card. Alexander Clamilton fights that creature."
Underdome,0.0,None,None,None,['Land'],None,Common,UND,None,None,None,{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to pay Un-costs.
Water Gun Balloon Game,2.0,None,None,None,['Artifact'],None,Rare,UND,None,None,None,"As Water Gun Balloon Game enters the battlefield, each player puts a pop! counter on ""0.""\nWhenever a player casts a spell, move that player's pop! counter up one.\nWhenever a player's pop! counter hits ""5,"" that player creates a 5/5 pink Giant Teddy Bear creature token and resets all pop! counters to ""0."""
"Syr Cadian, Knight Owl",5.0,['W'],"['B', 'W']",['Legendary'],['Creature'],"['Bird', 'Knight']",Rare,UND,4,4,None,"Knightlifelink (Damage dealt by Knights you control also causes you to gain that much life.)\n{W}: Syr Cadian, Knight Owl gains vigilance until end of turn. Activate only from sunrise to sunset.\n{B}: Syr Cadian, Knight Owl gains flying until end of turn. Activate only from sunset to sunrise."
Sword of Dungeons & Dragons,3.0,None,None,None,['Artifact'],['Equipment'],Mythic,UND,None,None,None,"Equipped creature gets +2/+2 and has protection from Rogues and from Clerics.\nWhenever equipped creature deals combat damage to a player, create a 4/4 gold Dragon creature token with flying and roll a d20 (a twenty-sided die). If you roll a 20, repeat this process.\nEquip {2}"
B-I-N-G-O,2.0,['G'],['G'],None,['Creature'],['Dog'],Rare,UND,1,1,None,"Trample\nWhenever a player casts a spell, put a chip counter on its mana value.\nB-I-N-G-O gets +9/+9 for each set of three numbers in a row with chip counters on them."
Scissors Lizard,4.0,None,None,None,"['Artifact', 'Creature']",['Lizard'],Common,UND,4,3,None,Creatures named Paper Tiger can't attack or block.
Rock Lobster,4.0,None,None,None,"['Artifact', 'Creature']",['Lobster'],Common,UND,4,3,None,Creatures named Scissors Lizard can't attack or block.
Pointy Finger of Doom,4.0,None,None,None,['Artifact'],None,Rare,UND,None,None,None,"{3}, {T}: Spin Pointy Finger of Doom in the middle of the table so that it rotates completely at least once, then destroy the closest permanent the finger points to."
Wild Crocodile,2.0,['G'],['G'],['Host'],['Creature'],['Crocodile'],Common,UND,1,1,None,"When this creature enters the battlefield, search your library for a basic land card, reveal it, put it into your hand, then shuffle."
Paper Tiger,4.0,None,None,None,"['Artifact', 'Creature']",['Cat'],Common,UND,4,3,None,Creatures named Rock Lobster can't attack or block.
"Timmy, Power Gamer",4.0,['G'],['G'],['Legendary'],['Creature'],"['Human', 'Gamer']",Rare,UND,1,1,None,{4}: You may put a creature card from your hand onto the battlefield.
Krark's Other Thumb,2.0,None,None,['Legendary'],['Artifact'],None,Uncommon,UND,None,None,None,"If you would roll a die, instead roll two of those dice and ignore one of those results."
Jack-in-the-Mox,0.0,None,"['B', 'G', 'R', 'U', 'W']",None,['Artifact'],None,Rare,UND,None,None,None,{T}: Roll a six-sided die. This ability has the indicated effect.\n1 — Sacrifice Jack-in-the-Mox and you lose 5 life.\n2 — Add {W}.\n3 — Add {U}.\n4 — Add {B}.\n5 — Add {R}.\n6 — Add {G}.
Surgeon General Commander,4.0,['G'],"['B', 'G', 'R', 'U', 'W']",['Legendary'],['Creature'],"['Wombat', 'Bat', 'Chameleon']",Mythic,UND,3,3,None,"Whenever you augment, enchant, or mutate a creature you control, draw a card.\n{T}: Add {W}, {U}, {B}, {R}, or {G}."
Entirely Normal Armchair,0.0,None,None,None,['Artifact'],None,Uncommon,UND,None,None,None,"During your turn, if Entirely Normal Armchair is in your hand, you may hide it on the battlefield.\n{0}: Return Entirely Normal Armchair to its owner's hand. Only your opponents may activate this ability and only if they see Entirely Normal Armchair.\n{2}, Sacrifice Entirely Normal Armchair: Destroy target attacking creature."
Squirrel Farm,3.0,['G'],['G'],None,['Enchantment'],None,Rare,UND,None,None,None,"{1}{G}: Reveal a card in your hand, covering the artist credit. Target opponent guesses the artist. If they guess wrong, create a 1/1 green Squirrel creature token."
Bronze Calendar,4.0,None,None,None,['Artifact'],None,Uncommon,UND,None,None,None,"Spells you cast cost {1} less to cast.\nYou must speak in a voice other than your normal voice.\nWhen you speak in your normal voice, sacrifice Bronze Calendar."
Flavor Judge,2.0,['W'],['W'],None,['Creature'],"['Bird', 'Advisor']",Rare,UND,2,2,None,"{T}: Choose target spell or ability that targets a permanent you control. Then ask a person outside the game if the story of what will happen makes sense. If they say no, sacrifice Flavor Judge and counter that spell or ability."
Yet Another Aether Vortex,5.0,['R'],['R'],None,['Enchantment'],None,Rare,UND,None,None,None,"All creatures have haste.\nPlayers play with the top card of their libraries revealed.\nNoninstant, nonsorcery cards on top of a library are on the battlefield under their owner's control in addition to being in that library."
