Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Reaver Titan,7.0,None,None,None,['Artifact'],['Vehicle'],Rare,40K,10,10,None,"Void Shields — Protection from mana value 3 or less\nGatling Blaster — Whenever Reaver Titan attacks, it deals 5 damage to each opponent.\nCrew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)"
Trazyn the Infinite,6.0,['B'],['B'],['Legendary'],"['Artifact', 'Creature']",['Necron'],Rare,40K,4,6,None,"Deathtouch\nPrismatic Gallery — As long as Trazyn the Infinite is on the battlefield, it has all activated abilities of all artifact cards in your graveyard."
Path of Ancestry,0.0,None,None,None,['Land'],None,Common,40K,None,None,None,"Path of Ancestry enters the battlefield tapped.\n{T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)"
Canoptek Tomb Sentinel,4.0,None,None,None,"['Artifact', 'Creature']",['Insect'],Rare,40K,4,3,None,"Vigilance\nExile Cannon — When Canoptek Tomb Sentinel enters the battlefield from a graveyard, exile up to one target nonland permanent.\nUnearth {7} ({7}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)"
Necron Monolith,7.0,None,None,None,['Artifact'],['Vehicle'],Rare,40K,7,7,None,"Flying, indestructible\nEternity Gate — Whenever Necron Monolith attacks, mill three cards. For each creature card milled this way, create a 2/2 black Necron Warrior artifact creature token.\nCrew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)"
Starstorm,2.0,['R'],['R'],None,['Instant'],None,Rare,40K,None,None,None,"Starstorm deals X damage to each creature.\nCycling {3} ({3}, Discard this card: Draw a card.)"
Port Town,0.0,None,"['U', 'W']",None,['Land'],None,Rare,40K,None,None,None,"As Port Town enters the battlefield, you may reveal a Plains or Island card from your hand. If you don't, Port Town enters the battlefield tapped.\n{T}: Add {W} or {U}."
Tomb Blade,6.0,['B'],['B'],None,"['Artifact', 'Creature']",['Necron'],Rare,40K,5,4,None,"Flying\nWhenever Tomb Blade deals combat damage to a player, that player loses life equal to the number of creatures they control unless they sacrifice a creature.\nUnearth {6}{B}{B}"
Night Scythe,3.0,None,None,None,['Artifact'],['Vehicle'],Uncommon,40K,3,1,None,"Flying\nInvasion Beams — When Night Scythe enters the battlefield, create a 2/2 black Necron Warrior artifact creature token.\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
Canoptek Spyder,5.0,None,None,None,"['Artifact', 'Creature']",['Spider'],Rare,40K,4,4,None,"Flying\nFabricator Claw Array — Whenever another nontoken artifact creature or Vehicle enters the battlefield under your control, draw a card."
Warstorm Surge,6.0,['R'],['R'],None,['Enchantment'],None,Rare,40K,None,None,None,"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target."
Prairie Stream,0.0,None,"['U', 'W']",None,['Land'],"['Plains', 'Island']",Rare,40K,None,None,None,({T}: Add {W} or {U}.)\nPrairie Stream enters the battlefield tapped unless you control two or more basic lands.
Launch the Fleet,1.0,['W'],['W'],None,['Sorcery'],None,Rare,40K,None,None,None,"Strive — This spell costs {1} more to cast for each target beyond the first.\nUntil end of turn, any number of target creatures each gain ""Whenever this creature attacks, create a 1/1 white Soldier creature token that's tapped and attacking."""
Their Number Is Legion,4.0,['B'],['B'],None,['Sorcery'],None,Rare,40K,None,None,None,"Create X tapped 2/2 black Necron Warrior artifact creature tokens, then you gain life equal to the number of artifacts you control. Exile Their Number Is Legion.\nYou may cast Their Number Is Legion from your graveyard."
Abundance,4.0,['G'],['G'],None,['Enchantment'],None,Rare,40K,None,None,None,"If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order."
Knight Paladin,5.0,None,None,None,['Artifact'],['Vehicle'],Rare,40K,6,6,None,"Trample\nRapid-fire Battle Cannon — When Knight Paladin enters the battlefield, it deals 4 damage to each opponent.\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)"
Canoptek Scarab Swarm,4.0,None,None,None,"['Artifact', 'Creature']",['Insect'],Rare,40K,1,1,None,"Flying\nFeeder Mandibles — When Canoptek Scarab Swarm enters the battlefield, exile target player's graveyard. For each artifact or land card exiled this way, create a 1/1 colorless Insect artifact creature token with flying."
Technomancer,7.0,['B'],['B'],None,"['Artifact', 'Creature']","['Necron', 'Wizard']",Rare,40K,5,1,None,"When Technomancer enters the battlefield, mill three cards, then return any number of artifact creature cards with total mana value 6 or less from your graveyard to the battlefield."
Cultivate,3.0,['G'],['G'],None,['Sorcery'],None,Common,40K,None,None,None,"Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle."
Hour of Reckoning,7.0,['W'],['W'],None,['Sorcery'],None,Rare,40K,None,None,None,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)\nDestroy all nontoken creatures.
Their Name Is Death,6.0,['B'],['B'],None,['Sorcery'],None,Rare,40K,None,None,None,Destroy all nonartifact creatures.
Explore,2.0,['G'],['G'],None,['Sorcery'],None,Common,40K,None,None,None,You may play an additional land this turn.\nDraw a card.
Reliquary Tower,0.0,None,None,None,['Land'],None,Uncommon,40K,None,None,None,You have no maximum hand size.\n{T}: Add {C}.
Rugged Highlands,0.0,None,"['G', 'R']",None,['Land'],None,Common,40K,None,None,None,"Rugged Highlands enters the battlefield tapped.\nWhen Rugged Highlands enters the battlefield, you gain 1 life.\n{T}: Add {R} or {G}."
Farseek,2.0,['G'],['G'],None,['Sorcery'],None,Common,40K,None,None,None,"Search your library for a Plains, Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle."
Zoanthrope,2.0,"['R', 'U']","['R', 'U']",None,['Creature'],['Tyranid'],Rare,40K,0,0,None,"Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)\nFlying, ward {2}\nWarp Blast — When Zoanthrope enters the battlefield, it deals X damage to any target."
Goliath Truck,4.0,None,None,None,['Artifact'],['Vehicle'],Uncommon,40K,4,4,None,"Stowage — Whenever Goliath Truck attacks, put two +1/+1 counters on another target attacking creature.\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
Scoured Barrens,0.0,None,"['B', 'W']",None,['Land'],None,Common,40K,None,None,None,"Scoured Barrens enters the battlefield tapped.\nWhen Scoured Barrens enters the battlefield, you gain 1 life.\n{T}: Add {W} or {B}."
Skycloud Expanse,0.0,None,"['U', 'W']",None,['Land'],None,Rare,40K,None,None,None,"{1}, {T}: Add {W}{U}."
Winged Hive Tyrant,5.0,"['R', 'U']","['R', 'U']",None,['Creature'],['Tyranid'],Rare,40K,4,4,None,"Flying, haste\nThe Will of the Hive Mind — Other creatures you control with counters on them have flying and haste."
Tallyman of Nurgle,3.0,['B'],['B'],None,['Creature'],"['Astartes', 'Warrior']",Rare,40K,2,3,None,"Lifelink\nThe Seven-fold Chant — At the beginning of your end step, if a creature died this turn, you draw a card and you lose 1 life. If seven or more creatures died this turn, instead you draw seven cards and you lose 7 life."
Inquisitorial Rosette,2.0,None,None,None,['Artifact'],['Equipment'],Rare,40K,None,None,None,"Inquisition Agents — Whenever equipped creature attacks, create a 2/2 white Astartes Warrior creature token with vigilance that's attacking. Then attacking creatures gain menace until end of turn.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)"
Hardened Scales,1.0,['G'],['G'],None,['Enchantment'],None,Rare,40K,None,None,None,"If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead."
Ghost Ark,4.0,None,None,None,['Artifact'],['Vehicle'],Rare,40K,3,3,None,"Flying\nRepair Barge — Whenever Ghost Ark becomes crewed, each artifact creature card in your graveyard gains unearth {3} until end of turn.\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
Sunken Hollow,0.0,None,"['B', 'U']",None,['Land'],"['Island', 'Swamp']",Rare,40K,None,None,None,({T}: Add {U} or {B}.)\nSunken Hollow enters the battlefield tapped unless you control two or more basic lands.
Venomthrope,3.0,"['G', 'U']","['G', 'U']",None,['Creature'],['Tyranid'],Uncommon,40K,2,2,None,"Flying, deathtouch, hexproof"
The Golden Throne,4.0,None,None,['Legendary'],['Artifact'],None,Rare,40K,None,None,None,"Arcane Life-support — If you would lose the game, instead exile The Golden Throne and your life total becomes 1.\nA Thousand Souls Die Every Day — {T}, Sacrifice a creature: Add three mana in any combination of colors."
Harrow,3.0,['G'],['G'],None,['Instant'],None,Common,40K,None,None,None,"As an additional cost to cast this spell, sacrifice a land.\nSearch your library for up to two basic land cards, put them onto the battlefield, then shuffle."
Sloppity Bilepiper,4.0,['B'],['B'],None,['Creature'],['Demon'],Rare,40K,3,3,None,"Jolly Gutpipes — {2}, {T}, Sacrifice a creature: The next creature spell you cast this turn has cascade. (When you cast your next creature spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)"
Polluted Mire,0.0,None,['B'],None,['Land'],None,Common,40K,None,None,None,"Polluted Mire enters the battlefield tapped.\n{T}: Add {B}.\nCycling {2} ({2}, Discard this card: Draw a card.)"
Tzaangor Shaman,4.0,"['R', 'U']","['R', 'U']",None,['Creature'],"['Mutant', 'Shaman']",Rare,40K,3,3,None,"Flying\nSorcerous Elixir — Whenever Tzaangor Shaman deals combat damage to a player, copy the next instant or sorcery spell you cast this turn when you cast it. You may choose new targets for the copy."
Fell the Mighty,5.0,['W'],['W'],None,['Sorcery'],None,Rare,40K,None,None,None,Destroy all creatures with power greater than target creature's power.
Cryptothrall,4.0,None,None,None,"['Artifact', 'Creature']",['Construct'],Rare,40K,3,3,None,Protector — Other artifact creatures you control have hexproof.
Inspiring Call,3.0,['G'],['G'],None,['Instant'],None,Uncommon,40K,None,None,None,"Draw a card for each creature you control with a +1/+1 counter on it. Those creatures gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)"
New Horizons,3.0,['G'],['G'],None,['Enchantment'],['Aura'],Common,40K,None,None,None,"Enchant land\nWhen New Horizons enters the battlefield, put a +1/+1 counter on target creature you control.\nEnchanted land has ""{T}: Add two mana of any one color."""
Shard of the Void Dragon,7.0,['B'],['B'],None,['Creature'],"[""C'tan""]",Rare,40K,7,7,None,"Flying\nSpear of the Void Dragon — Whenever Shard of the Void Dragon attacks, each opponent sacrifices a nonland permanent.\nMatter Absorption — Whenever an artifact is put into a graveyard from the battlefield or is put into exile from the battlefield, put two +1/+1 counters on Shard of the Void Dragon."
Swiftwater Cliffs,0.0,None,"['R', 'U']",None,['Land'],None,Common,40K,None,None,None,"Swiftwater Cliffs enters the battlefield tapped.\nWhen Swiftwater Cliffs enters the battlefield, you gain 1 life.\n{T}: Add {U} or {R}."
Tyranid Prime,3.0,"['G', 'U']","['G', 'U']",None,['Creature'],['Tyranid'],Rare,40K,0,4,None,"Evolve (Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)\nSynapse Creature — Other creatures you control have evolve."
Skorpekh Lord,3.0,['B'],['B'],None,"['Artifact', 'Creature']","['Necron', 'Noble']",Rare,40K,3,2,None,Menace\nCommand Protocols — Other artifact creatures you control get +1/+0 and have menace.\nUnearth {2}{B} ({2}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)
Overgrowth,3.0,['G'],['G'],None,['Enchantment'],['Aura'],Common,40K,None,None,None,"Enchant land\nWhenever enchanted land is tapped for mana, its controller adds an additional {G}{G}."
Temple of Abandon,0.0,None,"['G', 'R']",None,['Land'],None,Rare,40K,None,None,None,"Temple of Abandon enters the battlefield tapped.\nWhen Temple of Abandon enters the battlefield, scry 1.\n{T}: Add {R} or {G}."
Shard of the Nightbringer,8.0,['B'],['B'],None,['Creature'],"[""C'tan""]",Rare,40K,8,8,None,"Flying\nDrain Life — When Shard of the Nightbringer enters the battlefield, if you cast it, target opponent loses half their life, rounded up. You gain life equal to the life lost this way."
Tyranid Harridan,6.0,"['G', 'U']","['G', 'U']",None,['Creature'],['Tyranid'],Rare,40K,4,4,None,"Flying, ward {4}\nShrieking Gargoyles — Whenever Tyranid Harridan or another Tyranid you control deals combat damage to a player, create a 1/1 blue Tyranid Gargoyle creature token with flying."
Temple of Epiphany,0.0,None,"['R', 'U']",None,['Land'],None,Rare,40K,None,None,None,"Temple of Epiphany enters the battlefield tapped.\nWhen Temple of Epiphany enters the battlefield, scry 1.\n{T}: Add {U} or {R}."
Death's Presence,6.0,['G'],['G'],None,['Enchantment'],None,Rare,40K,None,None,None,"Whenever a creature you control dies, put X +1/+1 counters on target creature you control, where X is the power of the creature that died."
Skorpekh Destroyer,4.0,['B'],['B'],None,"['Artifact', 'Creature']",['Necron'],Uncommon,40K,4,2,None,"Deathtouch\nHyperphase Threshers — Whenever an artifact enters the battlefield under your control, Skorpekh Destroyer gains first strike until end of turn."
Trygon Prime,4.0,"['G', 'U']","['G', 'U']",None,['Creature'],['Tyranid'],Uncommon,40K,4,4,None,"Subterranean Assault — Whenever Trygon Prime attacks, put a +1/+1 counter on it and a +1/+1 counter on up to one other target attacking creature. That creature can't be blocked this turn."
Temple of Mystery,0.0,None,"['G', 'U']",None,['Land'],None,Rare,40K,None,None,None,"Temple of Mystery enters the battlefield tapped.\nWhen Temple of Mystery enters the battlefield, scry 1.\n{T}: Add {G} or {U}."
Rampant Growth,2.0,['G'],['G'],None,['Sorcery'],None,Common,40K,None,None,None,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle."
Temple of the False God,0.0,None,None,None,['Land'],None,Uncommon,40K,None,None,None,{T}: Add {C}{C}. Activate only if you control five or more lands.
Sister Repentia,5.0,"['B', 'W']","['B', 'W']",None,['Creature'],"['Human', 'Warrior']",Rare,40K,5,1,None,"Martyrdom — When Sister Repentia dies, you gain 2 life and draw two cards.\nMiracle {W}{B} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)"
Bituminous Blast,5.0,"['B', 'R']","['B', 'R']",None,['Instant'],None,Uncommon,40K,None,None,None,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)\nBituminous Blast deals 4 damage to target creature."
Terramorphic Expanse,0.0,None,None,None,['Land'],None,Common,40K,None,None,None,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."
Sister Hospitaller,6.0,"['B', 'W']","['B', 'W']",None,['Creature'],"['Human', 'Cleric']",Rare,40K,3,2,None,"Medicus Ministorum — When Sister Hospitaller enters the battlefield, return target creature card from your graveyard to the battlefield. You gain life equal to its mana value."
Bred for the Hunt,3.0,"['G', 'U']","['G', 'U']",None,['Enchantment'],None,Uncommon,40K,None,None,None,"Whenever a creature you control with a +1/+1 counter on it deals combat damage to a player, you may draw a card."
Sautekh Immortal,3.0,['B'],['B'],None,"['Artifact', 'Creature']",['Necron'],Uncommon,40K,2,2,None,Flash\nElite Troops — Sautekh Immortal enters the battlefield with a +1/+1 counter on it for each creature that died this turn.
Thornwood Falls,0.0,None,"['G', 'U']",None,['Land'],None,Common,40K,None,None,None,"Thornwood Falls enters the battlefield tapped.\nWhen Thornwood Falls enters the battlefield, you gain 1 life.\n{T}: Add {G} or {U}."
Shadow in the Warp,3.0,"['G', 'R']","['G', 'R']",None,['Enchantment'],None,Rare,40K,None,None,None,"The first creature spell you cast each turn costs {2} less to cast.\nWhenever an opponent casts their first noncreature spell each turn, Shadow in the Warp deals 2 damage to that player."
Deny Reality,5.0,"['B', 'U']","['B', 'U']",None,['Sorcery'],None,Common,40K,None,None,None,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)\nReturn target permanent to its owner's hand."
Mutilate,4.0,['B'],['B'],None,['Sorcery'],None,Rare,40K,None,None,None,All creatures get -1/-1 until end of turn for each Swamp you control.
Sanguinary Priest,4.0,['B'],['B'],None,['Creature'],"['Astartes', 'Cleric']",Uncommon,40K,2,4,None,"Lifelink\nBlood Chalice — Whenever another creature you control dies, Sanguinary Priest deals 1 damage to any target."
Tranquil Cove,0.0,None,"['U', 'W']",None,['Land'],None,Common,40K,None,None,None,"Tranquil Cove enters the battlefield tapped.\nWhen Tranquil Cove enters the battlefield, you gain 1 life.\n{T}: Add {W} or {U}."
The Ruinous Powers,4.0,"['B', 'R']","['B', 'R']",None,['Enchantment'],None,Rare,40K,None,None,None,"At the beginning of your upkeep, choose an opponent at random. Exile the top card of that player's library. Until end of turn, you may play that card and you may spend mana as though it were mana of any color to cast it. When you cast a spell this way, its owner loses life equal to its mana value."
Living Death,5.0,['B'],['B'],None,['Sorcery'],None,Rare,40K,None,None,None,"Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield."
Royal Warden,5.0,['B'],['B'],None,"['Artifact', 'Creature']",['Necron'],Rare,40K,3,2,None,"Phalanx Commander — When Royal Warden enters the battlefield, create two tapped 2/2 black Necron Warrior artifact creature tokens.\nUnearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)"
Unclaimed Territory,0.0,None,None,None,['Land'],None,Uncommon,40K,None,None,None,"As Unclaimed Territory enters the battlefield, choose a creature type.\n{T}: Add {C}.\n{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type."
Entrapment Maneuver,4.0,['W'],['W'],None,['Instant'],None,Rare,40K,None,None,None,"Target player sacrifices an attacking creature. You create X 1/1 white Soldier creature tokens, where X is that creature's toughness."
Ravener,2.0,"['G', 'U']","['G', 'U']",None,['Creature'],['Tyranid'],Rare,40K,0,0,None,"Flash\nRavenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)\nWhen Ravener enters the battlefield, target creature attacks target opponent this turn if able."
Psychomancer,2.0,['B'],['B'],None,"['Artifact', 'Creature']","['Necron', 'Wizard']",Uncommon,40K,1,1,None,"Flying\nHarbinger of Despair — Whenever Psychomancer or another nontoken artifact you control is put into a graveyard from the battlefield or is put into exile from the battlefield, target opponent loses 1 life and you gain 1 life."
Go for the Throat,2.0,['B'],['B'],None,['Instant'],None,Common,40K,None,None,None,Destroy target nonartifact creature.
Vault of Whispers,0.0,None,['B'],None,"['Artifact', 'Land']",None,Common,40K,None,None,None,{T}: Add {B}.
Dread Return,4.0,['B'],['B'],None,['Sorcery'],None,Uncommon,40K,None,None,None,Return target creature card from your graveyard to the battlefield.\nFlashback—Sacrifice three creatures. (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Primaris Eliminator,5.0,['B'],['B'],None,['Creature'],"['Astartes', 'Warrior']",Rare,40K,3,2,None,"When Primaris Eliminator enters the battlefield, choose one —\n• Executioner Round — Destroy target creature.\n• Hyperfrag Round — Creatures target player controls get -2/-2 until end of turn."
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,40K,None,None,None,({T}: Add {W}.)
Primaris Chaplain,4.0,"['B', 'W']","['B', 'W']",None,['Creature'],"['Astartes', 'Cleric']",Uncommon,40K,3,3,None,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)\nRosarius — Whenever Primaris Chaplain attacks, it gains indestructible until end of turn."
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,40K,None,None,None,({T}: Add {W}.)
Deploy to the Front,7.0,['W'],['W'],None,['Sorcery'],None,Rare,40K,None,None,None,"Create X 1/1 white Soldier creature tokens, where X is the number of creatures on the battlefield."
Poxwalkers,3.0,['B'],['B'],None,['Creature'],['Zombie'],Rare,40K,3,1,None,"Deathtouch\nCurse of the Walking Pox — Whenever you cast a spell from anywhere other than your hand, return Poxwalkers from your graveyard to the battlefield tapped."
Defile,1.0,['B'],['B'],None,['Instant'],None,Uncommon,40K,None,None,None,Target creature gets -1/-1 until end of turn for each Swamp you control.
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,40K,None,None,None,({T}: Add {U}.)
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,40K,None,None,None,({T}: Add {U}.)
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,40K,None,None,None,({T}: Add {U}.)
Pink Horror,5.0,"['R', 'U']","['R', 'U']",None,['Creature'],"['Demon', 'Horror']",Rare,40K,4,4,None,"Coruscating Flames — Whenever you cast an instant or sorcery spell, Pink Horror deals 2 damage to any target.\nSplit — When Pink Horror dies, create two 2/2 blue and red Demon Horror creature tokens named Blue Horror with ""Whenever you cast an instant or sorcery spell, this creature deals 1 damage to any target."""
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,40K,None,None,None,({T}: Add {U}.)
Hull Breach,2.0,"['G', 'R']","['G', 'R']",None,['Sorcery'],None,Uncommon,40K,None,None,None,Choose one —\n• Destroy target artifact.\n• Destroy target enchantment.\n• Destroy target artifact and target enchantment.
Plasmancer,4.0,['B'],['B'],None,"['Artifact', 'Creature']","['Necron', 'Wizard']",Uncommon,40K,3,3,None,"Flying\nDynastic Advisor — When Plasmancer enters the battlefield, search your library for a basic Swamp card, reveal it, put it into your hand, then shuffle."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,40K,None,None,None,({T}: Add {U}.)
Neyam Shai Murad,4.0,"['B', 'W']","['B', 'W']",['Legendary'],['Creature'],"['Human', 'Rogue']",Rare,40K,3,3,None,"Rogue Trader — Whenever Neyam Shai Murad deals combat damage to a player, you may have that player return target permanent card from their graveyard to their hand. If you do, that player chooses a permanent card in your graveyard, then you put it onto the battlefield under your control."
Utter End,4.0,"['B', 'W']","['B', 'W']",None,['Instant'],None,Rare,40K,None,None,None,Exile target nonland permanent.
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,40K,None,None,None,({T}: Add {U}.)
Collective Effort,3.0,['W'],['W'],None,['Sorcery'],None,Rare,40K,None,None,None,Escalate—Tap an untapped creature you control. (Pay this cost for each mode chosen beyond the first.)\nChoose one or more —\n• Destroy target creature with power 4 or greater.\n• Destroy target enchantment.\n• Put a +1/+1 counter on each creature target player controls.
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,40K,None,None,None,({T}: Add {B}.)
Plague Drone,4.0,['B'],['B'],None,['Creature'],['Demon'],Rare,40K,3,3,None,"Flying\nRot Fly — If an opponent would gain life, that player loses that much life instead."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,40K,None,None,None,({T}: Add {B}.)
Arcane Signet,2.0,None,None,None,['Artifact'],None,Common,40K,None,None,None,{T}: Add one mana of any color in your commander's color identity.
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,40K,None,None,None,({T}: Add {B}.)
Mutalith Vortex Beast,6.0,"['R', 'U']","['R', 'U']",None,['Creature'],"['Mutant', 'Beast']",Rare,40K,6,6,None,"Trample\nWarp Vortex — When Mutalith Vortex Beast enters the battlefield, flip a coin for each opponent you have. For each flip you win, draw a card. For each flip you lose, Mutalith Vortex Beast deals 3 damage to that player."
Out of the Tombs,3.0,['B'],['B'],None,['Enchantment'],None,Rare,40K,None,None,None,"At the beginning of your upkeep, put two eon counters on Out of the Tombs, then mill cards equal to the number of eon counters on it.\nIf you would draw a card while your library has no cards in it, instead return a creature card from your graveyard to the battlefield. If you can't, you lose the game."
